PassengerId,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Cabin_Num,Group_ID,Group_Size,Is_Alone,Total_Spending,Has_Spent,Is_Child,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Cabin_Deck_A,Cabin_Deck_B,Cabin_Deck_C,Cabin_Deck_D,Cabin_Deck_E,Cabin_Deck_F,Cabin_Deck_G,Cabin_Deck_T,Cabin_Side_P,Cabin_Side_S,Age_Group_0-5,Age_Group_13-18,Age_Group_19-35,Age_Group_36-55,Age_Group_55+,Age_Group_6-12
8395_01,0,32.0,0,0.0,13.0,0.0,2148.0,319.0,False,260,8395,1,1,2480.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
8397_01,0,22.0,0,2.0,104.0,404.0,0.0,0.0,True,1371,8397,1,1,510.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
8398_01,1,15.0,0,0.0,0.0,0.0,0.0,0.0,True,329,8398,2,0,0.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
8398_02,1,41.0,0,0.0,0.0,0.0,0.0,0.0,True,329,8398,2,0,0.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8401_01,1,31.0,0,0.0,0.0,0.0,0.0,0.0,True,315,8401,1,1,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
8403_01,1,35.0,0,0.0,0.0,0.0,0.0,0.0,True,316,8403,1,1,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
8404_01,1,48.0,0,0.0,0.0,0.0,0.0,0.0,True,1346,8404,2,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8404_02,1,15.0,0,0.0,0.0,0.0,0.0,0.0,True,1346,8404,2,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
8405_01,0,37.0,0,0.0,0.0,1025.0,0.0,0.0,True,1372,8405,1,1,1025.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
8406_01,0,21.0,0,1214.0,179.0,566.0,0.0,619.0,False,250,8406,1,1,2578.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
8407_01,0,34.0,0,44.0,1290.0,51.0,0.0,9.0,False,1613,8407,1,1,1394.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
8409_01,1,19.0,0,0.0,0.0,0.0,0.0,0.0,False,1373,8409,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
8410_01,0,52.0,0,289.0,302.0,0.0,112.0,0.0,False,1615,8410,1,1,703.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
8411_01,0,15.0,0,0.0,3137.0,0.0,0.0,0.0,True,1726,8411,1,1,3137.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
8414_01,0,24.0,0,0.0,171.0,591.0,22.0,0.0,False,1374,8414,1,1,784.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
8416_01,0,45.0,0,0.0,0.0,635.0,2.0,0.0,True,553,8416,1,1,637.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
8418_01,1,13.0,0,0.0,0.0,0.0,0.0,0.0,True,330,8418,2,0,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
8418_02,0,18.0,0,0.0,0.0,0.0,206.0,2684.0,False,330,8418,2,0,2890.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
8419_01,0,19.0,0,0.0,168.0,481.0,0.0,0.0,True,1618,8419,2,0,649.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
8419_02,1,20.0,0,0.0,0.0,0.0,0.0,0.0,True,1349,8419,2,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
8420_01,0,20.0,0,4210.0,4.0,0.0,58.0,0.0,False,554,8420,1,1,4272.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
8421_01,0,27.0,0,1.0,30.0,739.0,0.0,33.0,True,1619,8421,1,1,803.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
8423_01,0,22.0,0,0.0,0.0,6.0,0.0,733.0,False,1620,8423,1,1,739.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
8427_01,1,17.0,0,0.0,0.0,0.0,0.0,0.0,False,1376,8427,1,1,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
8429_01,1,23.0,0,0.0,0.0,0.0,0.0,0.0,True,1351,8429,1,1,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
8430_01,0,29.0,0,324.0,0.0,546.0,0.0,0.0,False,1621,8430,1,1,870.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
8431_01,1,24.0,0,0.0,0.0,0.0,0.0,0.0,True,277,8431,2,0,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
8431_02,0,26.0,0,1.0,4680.0,25.0,564.0,13.0,False,277,8431,2,0,5283.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
8432_01,1,36.0,0,0.0,0.0,0.0,0.0,0.0,False,1377,8432,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
8433_01,0,25.0,0,341.0,608.0,2.0,2.0,16.0,True,1729,8433,1,1,969.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
8437_01,0,36.0,0,52.0,0.0,132.0,334.0,176.0,False,427,8437,1,1,694.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
8438_01,0,32.0,0,725.0,0.0,1641.0,0.0,0.0,False,1624,8438,1,1,2366.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
8441_01,1,16.0,0,0.0,0.0,0.0,0.0,0.0,True,1352,8441,1,1,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
8442_01,0,32.0,0,857.0,158.0,0.0,33.0,0.0,False,540,8442,1,1,1048.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
8444_01,0,48.0,0,0.0,1570.0,1.0,0.0,2.0,False,1733,8444,1,1,1573.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
8447_01,0,25.0,0,1.0,0.0,1.0,14.0,1491.0,False,1734,8447,1,1,1507.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
8448_01,1,46.0,0,0.0,0.0,0.0,0.0,0.0,True,278,8448,1,1,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8449_01,0,32.0,0,0.0,2154.0,0.0,9655.0,859.0,False,317,8449,2,0,12668.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
8449_02,0,50.0,0,0.0,3070.0,0.0,44.0,562.0,True,317,8449,2,0,3676.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
8451_01,0,31.0,0,1997.0,0.0,0.0,0.0,0.0,False,1625,8451,2,0,1997.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
8451_02,1,27.0,0,0.0,0.0,0.0,0.0,0.0,True,1625,8451,2,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
8452_01,0,52.0,1,0.0,831.0,1536.0,0.0,7953.0,False,279,8452,4,0,10320.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
8452_02,1,34.0,0,0.0,0.0,0.0,0.0,0.0,True,279,8452,4,0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
8452_03,1,40.0,0,0.0,0.0,0.0,0.0,0.0,True,279,8452,4,0,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
8452_04,0,36.0,0,0.0,1055.0,18.0,1669.0,49.0,True,279,8452,4,0,2791.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
8454_01,0,19.0,0,112.0,0.0,265.0,396.0,0.0,False,1354,8454,1,1,773.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
8456_01,1,33.0,0,0.0,0.0,0.0,0.0,0.0,True,280,8456,1,1,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
8457_01,0,23.0,0,29.0,0.0,0.0,332.0,270.0,False,1627,8457,1,1,631.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
8458_01,0,57.0,0,0.0,4301.0,31.0,665.0,6329.0,False,319,8458,6,0,11326.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
8458_02,1,24.0,0,0.0,0.0,0.0,0.0,0.0,True,319,8458,6,0,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
8458_03,1,19.0,0,0.0,0.0,0.0,0.0,0.0,True,319,8458,6,0,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
8458_04,1,54.0,0,0.0,0.0,0.0,0.0,0.0,True,319,8458,6,0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
8458_05,0,28.0,0,1004.0,2423.0,0.0,0.0,17.0,True,319,8458,6,0,3444.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
8458_06,0,26.0,1,1.0,5610.0,0.0,5.0,119.0,True,319,8458,6,0,5735.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
8459_01,1,43.0,0,0.0,0.0,0.0,0.0,0.0,False,1355,8459,1,1,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8460_01,0,39.0,0,0.0,21.0,63.0,677.0,0.0,False,1628,8460,1,1,761.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
8462_01,0,21.0,0,32.0,640.0,0.0,0.0,0.0,True,1629,8462,1,1,672.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
8463_01,0,24.0,0,0.0,0.0,608.0,37.0,0.0,False,1630,8463,1,1,645.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
8465_01,0,35.0,0,0.0,0.0,0.0,0.0,0.0,False,542,8465,2,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
8465_02,1,61.0,0,0.0,0.0,0.0,0.0,0.0,True,1736,8465,2,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
8466_01,0,21.0,0,0.0,5.0,0.0,687.0,10.0,False,1737,8466,1,1,702.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
8467_01,1,14.0,0,0.0,0.0,0.0,0.0,0.0,True,1379,8467,1,1,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
8468_01,0,38.0,0,1161.0,0.0,19.0,0.0,0.0,False,263,8468,1,1,1180.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
8469_01,1,23.0,0,0.0,0.0,0.0,0.0,0.0,True,1356,8469,1,1,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
8470_01,0,31.0,1,8243.0,280.0,0.0,3220.0,2285.0,False,281,8470,1,1,14028.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
8471_01,0,66.0,1,0.0,1828.0,1.0,1873.0,45.0,False,556,8471,1,1,3747.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
8472_01,1,56.0,0,0.0,0.0,0.0,0.0,0.0,False,1380,8472,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
8474_01,0,21.0,0,39.0,53.0,94.0,33.0,518.0,False,1632,8474,1,1,737.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
8475_01,0,49.0,0,0.0,2808.0,1083.0,110.0,1132.0,False,331,8475,2,0,5133.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8475_02,0,21.0,0,2.0,4887.0,64.0,4952.0,1734.0,False,331,8475,2,0,11639.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8476_01,0,27.0,0,244.0,0.0,492.0,297.0,23.0,True,252,8476,1,1,1056.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
8477_01,0,23.0,0,0.0,1.0,51.0,1711.0,219.0,False,1633,8477,1,1,1982.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
8479_01,0,27.0,0,0.0,0.0,0.0,716.0,0.0,False,1738,8479,1,1,716.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
8480_01,0,49.0,0,188.0,0.0,143.0,1443.0,555.0,False,1382,8480,2,0,2329.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
8480_02,0,38.0,0,0.0,847.0,3.0,34.0,0.0,False,1382,8480,2,0,884.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
8481_01,1,60.0,0,0.0,0.0,0.0,0.0,0.0,True,332,8481,1,1,0.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8482_01,1,47.0,0,0.0,0.0,0.0,0.0,0.0,False,1358,8482,1,1,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8483_01,1,29.0,1,0.0,0.0,0.0,0.0,0.0,True,253,8483,1,1,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
8486_01,1,19.0,0,0.0,0.0,0.0,0.0,0.0,True,1360,8486,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
8487_01,0,32.0,1,65.0,0.0,0.0,88.0,9811.0,False,282,8487,1,1,9964.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
8489_01,1,22.0,0,0.0,0.0,0.0,0.0,0.0,True,1383,8489,1,1,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
8491_01,0,35.0,0,319.0,0.0,6331.0,8.0,0.0,True,1635,8491,1,1,6658.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
8492_01,0,28.0,0,0.0,62.0,3.0,667.0,0.0,True,1740,8492,1,1,732.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
8493_01,1,22.0,0,0.0,0.0,0.0,0.0,0.0,False,1384,8493,1,1,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
8494_01,0,42.0,0,770.0,0.0,1301.0,0.0,0.0,True,543,8494,1,1,2071.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
8495_01,0,37.0,0,18.0,4754.0,1.0,1254.0,2.0,True,283,8495,1,1,6029.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
8500_01,0,31.0,0,49.0,322.0,977.0,0.0,0.0,True,1743,8500,1,1,1348.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
8502_01,0,33.0,1,1264.0,1787.0,36.0,473.0,337.0,False,254,8502,1,1,3897.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
8503_01,0,48.0,0,3784.0,917.0,146.0,1770.0,880.0,False,279,8503,3,0,7497.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8503_02,0,31.0,0,0.0,529.0,0.0,0.0,3884.0,False,279,8503,3,0,4413.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
8503_03,1,18.0,0,0.0,0.0,0.0,0.0,0.0,True,279,8503,3,0,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8504_01,0,44.0,0,0.0,0.0,2036.0,2.0,1.0,True,1744,8504,2,0,2039.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
8504_02,1,22.0,0,0.0,0.0,0.0,0.0,0.0,True,1385,8504,2,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
8506_01,0,18.0,0,490.0,0.0,54.0,195.0,0.0,False,1746,8506,1,1,739.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
8508_01,1,48.0,0,0.0,0.0,0.0,0.0,0.0,True,1747,8508,3,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
8508_02,1,2.0,0,0.0,0.0,0.0,0.0,0.0,True,1747,8508,3,0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
8508_03,0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,1747,8508,3,0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
8509_01,0,43.0,0,21.0,0.0,863.0,0.0,0.0,False,1364,8509,1,1,884.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8511_01,0,51.0,0,590.0,28.0,73.0,0.0,82.0,False,1365,8511,1,1,773.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8512_01,0,48.0,0,0.0,717.0,0.0,0.0,10.0,True,1637,8512,1,1,727.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
8514_01,0,51.0,0,870.0,28.0,278.0,154.0,1288.0,False,1748,8514,1,1,2618.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
8516_01,0,20.0,0,0.0,0.0,0.0,327.0,0.0,True,1750,8516,1,1,327.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
8521_01,0,41.0,0,0.0,0.0,0.0,0.0,0.0,False,102,8521,1,1,0.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8522_01,0,27.0,0,3.0,0.0,10.0,4.0,855.0,True,1751,8522,1,1,872.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
8523_01,0,56.0,0,53.0,3033.0,0.0,140.0,6102.0,False,320,8523,1,1,9328.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
8524_01,1,26.0,0,0.0,0.0,0.0,0.0,0.0,True,333,8524,1,1,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8528_01,0,21.0,0,11.0,0.0,0.0,839.0,0.0,False,1369,8528,1,1,850.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
8530_01,0,27.0,0,2502.0,0.0,44.0,23.0,29.0,False,1640,8530,1,1,2598.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
8535_01,0,23.0,0,348.0,210.0,0.0,0.0,1.0,False,1642,8535,1,1,559.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
8536_01,0,28.0,0,0.0,101.0,0.0,0.0,12143.0,False,559,8536,1,1,12244.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
8537_01,1,40.0,0,0.0,0.0,0.0,0.0,0.0,True,1643,8537,3,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
8537_02,0,39.0,0,5327.0,0.0,290.0,0.0,0.0,False,1643,8537,3,0,5617.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
8537_03,1,16.0,0,0.0,0.0,0.0,0.0,0.0,True,1643,8537,3,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
8539_01,0,20.0,0,59.0,29.0,27.0,0.0,0.0,False,1372,8539,1,1,115.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
8540_01,0,24.0,0,686.0,0.0,13.0,0.0,0.0,False,1645,8540,1,1,699.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
8541_01,0,45.0,1,1093.0,950.0,341.0,0.0,0.0,False,266,8541,2,0,2384.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
8541_02,0,33.0,0,1914.0,5.0,0.0,0.0,228.0,True,266,8541,2,0,2147.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
8542_01,1,19.0,0,0.0,0.0,0.0,0.0,0.0,False,544,8542,1,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
8544_01,0,15.0,0,114.0,161.0,22.0,419.0,0.0,False,1647,8544,1,1,716.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
8545_01,0,18.0,0,0.0,0.0,7.0,717.0,0.0,False,1753,8545,1,1,724.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
8548_01,0,21.0,0,129.0,106.0,280.0,183.0,18.0,False,1755,8548,1,1,716.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
8549_01,1,37.0,0,0.0,0.0,0.0,0.0,0.0,True,1648,8549,1,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
8551_01,0,53.0,0,0.0,847.0,0.0,630.0,2060.0,False,257,8551,1,1,3537.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
8552_01,0,19.0,0,0.0,0.0,0.0,0.0,0.0,False,545,8552,2,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
8552_02,0,17.0,0,387.0,0.0,28.0,2183.0,0.0,False,1756,8552,2,0,2598.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
8554_01,0,58.0,0,487.0,0.0,195.0,0.0,7.0,True,547,8554,1,1,689.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
8556_01,0,18.0,0,0.0,1878.0,0.0,18572.0,10028.0,False,280,8556,2,0,30478.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8556_02,0,25.0,1,0.0,3978.0,0.0,266.0,597.0,True,280,8556,2,0,4841.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
8557_01,1,39.0,0,0.0,0.0,0.0,0.0,0.0,True,334,8557,2,0,0.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8557_02,1,40.0,0,0.0,0.0,0.0,0.0,0.0,True,334,8557,2,0,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8559_01,0,27.0,1,3.0,952.0,208.0,951.0,0.0,False,548,8559,3,0,2114.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
8559_02,0,3.0,0,0.0,0.0,0.0,0.0,0.0,True,1758,8559,3,0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
8559_03,1,18.0,0,0.0,0.0,0.0,0.0,0.0,True,1758,8559,3,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
8560_01,1,18.0,0,0.0,0.0,0.0,0.0,0.0,True,1391,8560,1,1,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
8561_01,1,29.0,0,0.0,0.0,0.0,0.0,0.0,False,1375,8561,1,1,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
8566_01,0,22.0,0,3.0,214.0,0.0,0.0,591.0,False,1392,8566,1,1,808.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
8569_01,0,34.0,0,0.0,3636.0,0.0,70.0,27.0,True,88,8569,1,1,3733.0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
8570_01,1,19.0,0,0.0,0.0,0.0,0.0,0.0,False,1377,8570,1,1,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
8571_01,0,26.0,0,5757.0,0.0,206.0,0.0,0.0,False,1651,8571,1,1,5963.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
8572_01,0,33.0,0,0.0,739.0,0.0,140.0,6901.0,False,89,8572,1,1,7780.0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
